,3x12,3x13,3x14,3x15,3x16,4x6,4x7,4x8,4x9,4x10,4x11,4x12,4x13,4x14,4x15,4x16,4x17,4x18,4x19,4x20,4x21,4x22,5x4,5x5,5x6,5x7,5x8,5x9,5x10,5x11,5x12,5x13,5x14,5x15,5x16,5x17,5x18,5x19,5x20,5x21,5x22,5x23,5x24,5x25,6x3,6x4,6x5,6x6,6x7,uniform_random,log_norm_random,norm_random,model_actuals,Dummy_MostFreq,SGD_Classifier,SVM_Linear,GBM
33166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,171,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7416845939137029,0.6431970224325358,0.566161406870489,1,1,0,1,1
27855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600959800325112,0.4065172666388237,0.17393756861046133,1,1,0,1,1
23281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,178,253,215,254,215,188,101,0,0,0,0,0,0,0,0,0,0,0,0,0.9001173856527693,2.091884892728336,-0.15636040845637475,0,1,1,1,0
51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26961933836366814,3.002049120485408,1.5063591277515718,1,1,1,1,1
4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03797899142456618,0.38334715192007174,-0.10823760611612071,0,1,0,1,0
46485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6286698356694762,0.7210828787808645,-1.1425709529860177,1,1,1,1,1
32203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,0,0,0,0,0,0,0,0.3208513266468831,0.15683814595271917,0.6639064513298748,0,1,1,1,0
9680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8039212450950958,0.26889331315788534,0.0686468656490488,0,1,1,1,0
24573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25472058508368745,0.8864526211159865,-1.071310549562545,1,1,1,1,1
28583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,245,145,0,0,0,0,0,0,0,0,0,0,0,0,0.4001078538955499,2.8662965847779374,2.03395662436284,0,1,1,1,0
15523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,254,109,0,0,0,0,0,0,0,0,0,0,0,0,0.46743711799048393,1.4195593232513946,-1.2523139095371791,1,1,1,1,1
47837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,253,215,12,0,0,0,0,0,0,0,0,0,0.11053368778862105,0.44192339516452456,0.7480102916847208,0,1,0,0,0
11863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,90,133,150,252,52,0,0,0,0,0,0,0,0,0.051607912606109974,2.688635735471456,-0.5545614920249141,1,1,0,1,1
40462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8232194341702348,3.615352789909947,-1.1432790944502247,0,1,0,0,0
5788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,125,0.05092912077469147,1.0553556791401077,0.006861161688975816,0,1,0,1,0
17305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,176,255,151,62,0,0,0,0,0,0,0,0.18380098180916338,1.3612128017828053,0.892122298189678,1,1,1,1,1
38714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,212,255,248,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20922953704081382,3.9589146499195835,-0.140909005077204,1,1,1,1,1
37405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,253,62,0,0,0,0,0,0,0,0,0.0214042466216966,0.941642808009854,-1.4484335930563752,1,1,0,1,1
9778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5897770655655922,2.766840358484377,0.4195144232092241,0,1,1,1,1
15375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28861336441947505,0.34662320376314987,1.389191167782819,0,1,0,0,0
28794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,192,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16987682607409083,1.6844204482788505,1.2470981587814982,1,1,1,1,1
10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8120221887693733,1.0961506043928009,0.03843768269567401,1,1,0,1,1
18940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,96,194,36,0,0,0,0,0,0,0,0,0,0,0,0.41765149063993223,1.5195194512597008,-1.1456752818857068,1,1,0,1,1
50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9573373313082748,0.1473919923452416,1.3181475385872485,1,1,0,1,1
2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,208,253,72,0,0,0,0,0,0,0,0,0,0,0.3015906784391664,0.5478803324126932,-0.19059543704672138,0,1,0,0,0
31420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,254,85,0,0,0,0,0,0,0,0,0,0,0,0,0.13027013194762183,0.18072635338645893,-0.5454344568170492,1,1,1,1,1
8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05027532709007698,0.283897425164045,-0.5742509805982015,0,1,1,1,0
42803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,255,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26850968003774345,1.2186762263794544,-0.18408189415469645,0,1,0,1,0
58147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050110828185633394,1.34570113563771,-0.13063236431920078,1,1,1,1,1
16455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6128110780480216,0.7057511575825506,-0.018034771871037195,1,1,0,1,1
7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188565866031575,0.7098218879200083,0.569533449337923,1,1,0,1,1
40509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,170,254,255,182,0,0,0,0,0,0,0,0.8188175446607964,0.7729406169895598,0.8158359094492798,0,1,0,1,0
57441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5053564160679921,0.73294972609991,0.3969851504252794,1,1,1,1,1
39384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,254,255,227,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9388298370432564,0.3548017990302476,-0.015985322251817008,1,1,0,1,1
6662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4219361287854283,0.4800307152348654,-0.37550574945717485,0,1,1,1,0
52853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060302084037463954,0.6349945579967268,2.003709674111363,1,1,1,1,1
