,3x12,3x13,3x14,3x15,4x6,4x7,4x8,4x9,4x10,4x11,4x12,4x13,4x14,4x15,4x16,4x17,4x18,4x19,4x20,4x21,4x22,4x23,5x5,5x6,5x7,5x8,5x9,5x10,5x11,5x12,5x13,5x14,5x15,5x16,5x17,5x18,5x19,5x20,5x21,5x22,5x23,5x24,5x25,6x4,6x5,6x6,6x7,6x8,6x9,6x10,6x11,6x12,6x13,6x14,6x15,6x16,6x17,6x18,6x19,6x20,6x21,6x22,6x23,6x24,6x25,7x4,7x5,7x6,7x7,7x8,7x9,7x10,7x11,7x12,uniform_random,log_norm_random,norm_random,model_actuals,Dummy_MostFreq,SGD_Classifier,SVM_Linear,GBM
13212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,176,247,228,196,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,252,206,0.7341503373274938,0.8873923635487845,1.1308237643137071,1,0,1,1,1
50621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,222,215,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8517832951586232,0.4937413991342035,0.3481022647297474,0,0,0,0,0
34188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,253,255,253,222,97,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,153,207,236,252,252,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03540704558721208,0.36635023508524095,0.6702455924504809,1,0,1,1,1
31179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822648682649446,2.1593946673560085,-0.4928626088374539,1,0,1,1,1
35359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,237,178,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,254,254,173,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5212412318419138,0.4628958374636268,0.7636697941357747,0,0,0,0,0
5831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,214,213,132,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36282643705590145,0.5724136761999175,-1.7270960636884776,0,0,0,0,0
41007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,252,255,254,234,158,158,105,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,239,254,254,254,254,254,254,185,51,0,0,0,0,0,0,0,0,0,0,0,0,0,41,67,67,67,0.5595715698952269,0.583870152183795,1.1386480494136948,1,0,0,1,1
34973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,134,255,246,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,185,214,250,253,254,253,211,9,0,0,0,0,0,0,0,0,0,0,0,0,0.5666303941205949,0.7483218722088899,-0.08002997710968351,0,0,0,0,0
29757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6223781057944016,2.0204389222539842,0.7326323831496985,1,0,1,1,1
43537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,24,24,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,140,203,253,252,252,252,117,0,0,0,0,0,0,0,0,0,0.6066364365937605,0.24591869808842506,-0.7113044106971557,0,0,0,0,0
15964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,223,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3108595828129255,0.29104160415723745,-0.45951074910633827,0,0,0,0,0
21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7199043820371469,3.8420098757532006,-0.3756718084772542,1,0,1,1,1
40691,0,0,0,0,0,0,0,0,0,0,160,253,253,255,253,236,110,10,0,0,0,0,0,0,0,0,0,0,0,205,252,252,253,252,252,252,226,46,0,0,0,0,0,0,0,0,0,0,0,0,0,37,96,153,96,96,170,240,252,190,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740179050562824,0.8129237681203022,0.05127030047553126,0,0,0,0,0
12918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,253,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,219,196,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05777089769977661,0.5871966686363952,1.232876367745102,1,0,1,1,1
36265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,254,228,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,225,253,253,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5170976152235076,2.8904720982143495,0.4992198800818605,1,0,1,1,1
57341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,191,255,253,165,28,0,0,0,0,0,0,0,0,0,0,0,70,169,234,252,253,252,252,165,0,0,0,0,0,0,0,0,0,0,0,0,0,126,253,252,224,168,178,252,252,214,0,0,0,0,0,0,0,0,0,0,0,0,0.5318318049434664,0.8222400536238684,-0.36163435500196217,1,0,1,1,1
42713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,219,253,253,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,252,252,252,211,72,0,0,0,0,0,0,0,0,0,0,0,0.2308099425314336,0.2929325196592176,-0.04585526836935738,0,0,0,0,0
10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,232,47,0,0,0,0,0,0,0,0,0,0,0,0.7214414810012624,3.069829114949962,-0.9810143436042902,0,0,0,0,0
38516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,223,252,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33088115990517564,0.3858554895433682,0.2065521018788441,0,0,0,0,0
7402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,246,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,253,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,229,253,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5054314395654558,6.272976352077875,-0.703748641489888,1,0,1,1,1
22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,139,144,231,206,187,52,0,0,0,0,0,0,0,0,0,0,41,101,0.7043119060631161,0.9734085204902154,-1.434306363166775,1,0,1,1,1
51635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,128,255,255,255,255,255,255,128,64,0,0,0,0,0,0,0,0,0,0,0,128,255,255,0.2244448164426721,1.0768631287037551,-0.6554172710452656,0,0,0,0,0
21362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,130,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,213,216,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4740692988288332,6.2145106959749485,0.326955519893899,1,0,1,1,1
1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,128,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5082302234681053,0.35782524937919846,0.7672850855373816,0,0,0,0,0
14228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4542492256519577,0.9451271115219279,-0.4756392553873573,1,0,0,0,1
41704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,246,156,66,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,253,253,253,0.9953861556538642,9.88130853836541,-0.034228495033647936,0,0,0,0,0
32267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,147,252,190,0,0,0,0,0,0,0,0,0,0,0,0,0.19618931491223035,0.9657560815252625,-0.533794161595502,0,0,0,0,0
25284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,226,255,0.7489059956082721,0.5758357993783232,0.532003277566864,1,0,1,0,1
14312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,159,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,125,254,254,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7005534068633615,6.279967185599214,-0.11933251326891538,1,0,1,1,1
25535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,109,109,212,253,255,253,149,191,110,78,0,0,0,0,0,0,0,0,0,63,222,232,252,252,252,252,253,252,252,252,253,242,217,134,0,0,0,0,0,0,0,73,252,252,252,252,226,215,0.13381508607011194,1.2524070418276132,-0.5436443128794338,0,0,0,0,0
8405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12028412708036162,2.840522466935549,0.09572598205579401,1,0,1,1,1
17354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,223,222,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,218,245,254,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.9490247527437388,2.5660502039346564,-0.3354081993455148,0,0,0,0,0
1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,235,254,126,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,186,253,253,253,253,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,253,0.2693125043832354,0.5050047203392584,-0.08462969692371872,1,0,1,0,1
29215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,192,206,105,0,0,0,0,0,0,0,0,0,0,0,0,0.18565197348763607,1.35165702689552,-0.4748132715795327,0,0,0,0,0
14025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,217,228,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,154,254,254,0.9886159749778194,1.7562935280602665,-0.9166440888798004,0,0,0,0,0
26692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,222,253,253,192,238,143,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,252,252,252,253,252,252,249,225,163,85,19,0,0,0,0,0,0,0,0,0,0,19,165,195,195,222,252,252,0.4896195178686271,0.17628827785723974,-0.5964800776482936,1,0,1,1,1
47803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,170,253,253,255,159,7,0,0,0,0,0,0,0,0,0,0,0,0,38,99,162,219,252,252,252,253,252,154,9,0,0,0,0,0,0,0,0,0,0,134,240,0.6494157239603982,0.9276501540519262,-1.3666501430782687,1,0,1,0,1
43269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,200,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,252,227,25,0,0,0,0,0,0,0,0,0,0,0,0,0.13847844853779212,0.7960741456516286,-0.416367930476347,1,0,1,1,1
30417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,136,136,136,81,250,255,254,227,136,37,10,0,0,0,0,0,0,0,0,0,0,154,253,253,253,253,253,253,0.5396980971925314,1.315351328400826,-1.0456038850367428,1,0,1,1,1
50273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,254,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,222,218,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3070294711001925,0.5966253590066662,1.0894474989117748,0,0,0,0,0
13487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,242,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,253,254,236,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09256276887012826,0.8158999394791229,-0.9229412520330804,0,0,0,0,0
39349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,235,254,254,254,205,67,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.19628929226754654,0.6536617198066711,1.5193283315381878,0,0,0,0,0
50713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,119,179,246,174,174,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,79,249,254,254,0.47696483986516414,1.4461113055033992,-1.1500238946803976,0,0,0,0,0
59760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,118,118,42,0.4727287749471415,0.8327247764519955,0.8550504827562715,0,0,0,0,0
50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,170,0,0,0,29,125,103,0,0,0,0,0,0,0,0,0,0,0,0,0,97,254,253,44,0.1492796269137806,1.1516531170562088,0.04697342386827264,0,0,0,0,0
18870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,253,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,252,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6550725275663725,0.8791562087750291,-0.4032065184304754,0,0,0,0,0
35049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,59,120,156,156,246,254,255,254,254,177,0,0,0,0,0,0,0,0,43,125,214,235,253,0.6655933654583017,0.06906562952119878,0.8710877040189846,0,0,0,0,0
8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,253,220,191,255,176,191,191,120,8,0,0,0,0,0,0,0,0,0,0,0,0,4,143,186,186,187,186,186,192,252,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5251177737466971,3.6807860243990884,0.7475571731788268,1,0,0,0,1
31136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,112,172,199,170,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,221,254,254,254,254,254,97,0,0,0,0,0,0,0,0,0,0,0,0,4,78,243,254,218,0.1458137896737548,0.6786496295951627,-1.3101089545672755,1,0,1,1,1
27870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,131,131,131,161,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,248,254,254,254,254,220,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,57,197,240,0.24162201151827012,2.9743416588967486,-1.2566220074128105,1,0,1,1,1
30754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,186,254,254,254,255,207,123,44,0,0,0,0,0,0,0,0,0,0,0,0,0,121,226,126,41,101,103,0.2741546219315736,1.5153440043683448,0.3126201735514621,0,0,0,0,0
3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,204,222,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,231,247,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9536898028839503,1.298272321740618,-0.3241805728194651,0,0,0,0,0
45690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,226,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,254,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6116005222833069,6.146970918347849,-0.4241316893785613,0,0,0,0,0
27590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,253,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0.18087579743441173,1.5161478945681839,0.8791774992307231,0,0,0,0,0
17010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,229,253,255,0.3001032372471315,0.5575605137074927,-1.490317492449651,1,0,1,1,1
37179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,254,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9577565547497583,2.638122137916511,0.2690403613268428,0,0,0,0,0
