,3x14,3x15,3x16,4x7,4x8,4x9,4x10,4x11,4x12,4x13,4x14,4x15,4x16,4x17,4x18,4x19,4x20,4x21,4x22,4x23,5x5,5x6,5x7,5x8,5x9,5x10,5x11,5x12,5x13,5x14,5x15,5x16,5x17,5x18,5x19,5x20,5x21,5x22,5x23,5x24,5x25,6x3,6x4,6x5,6x6,6x7,6x8,6x9,6x10,uniform_random,log_norm_random,norm_random,model_actuals,Dummy_MostFreq,SGD_Classifier,SVM_Linear,GBM
59074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,253,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5411775346900791,1.4680075702631656,1.8346271881372973,1,0,0,0,0
19894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7055319638696118,2.977109462799801,1.2098144172930685,1,0,1,0,1
41053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,254,0.2391037728756652,0.3692963332298193,-0.8566683728985849,1,0,1,0,1
31578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997028300590273,0.49102560326279576,-0.5443214468558347,1,0,1,1,1
48014,0,0,0,0,0,0,0,66,169,214,241,155,44,0,0,0,0,0,0,0,0,0,0,0,20,148,253,212,176,190,254,241,60,0,0,0,0,0,0,0,0,0,0,0,0,0,21,208,237,0.5408880297570142,2.5420426793910154,1.6030597154372221,1,0,1,1,1
41637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49011845117522246,0.3404767307858661,0.39508740498334516,1,0,0,0,1
39770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747715635685684,3.4711299279697885,-0.3892423312927593,0,0,0,0,0
55923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,239,255,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32661281885189886,1.1630987877340178,1.1134399498421388,0,0,1,0,0
13610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,191,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23195596160806287,0.4818563449160398,0.6508985476937673,0,0,0,0,0
7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631055157359822,7.382431983577719,-0.626967594736964,0,0,0,0,0
10998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,88,0.3019634818225342,0.7196545592184019,0.10289491533714054,0,0,1,0,0
26485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4486039572032505,0.9735302122294326,-0.16506777873949358,1,0,1,1,1
50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,79,255,235,136,136,136,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0.43940817219469286,1.136888614297477,0.4230635668698944,0,0,0,0,0
23281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,178,253,215,254,215,188,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9694143779309868,1.9300676464562516,1.0592195398174975,1,0,1,1,1
35615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1334670956715428,1.369769927105567,-1.2688739248804128,0,0,0,0,0
14786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,0.6972772947533341,8.526505337873964,-0.9849486482615645,0,0,0,0,0
40055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,134,255,255,255,209,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6000849521275599,0.45823617575660913,-1.3667913399091893,1,0,0,0,1
6926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08314296803316334,1.8488052365935252,1.017373725395856,0,0,0,0,0
11809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,254,231,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7694062792913466,0.29135295715060416,-0.0059577925941163455,0,0,0,0,0
34316,0,0,0,0,0,0,0,0,0,2,79,155,222,246,155,103,14,0,0,0,0,0,0,0,0,0,0,70,192,254,254,244,245,254,254,221,51,0,0,0,0,0,0,0,0,0,0,0,0,0.793832866402391,0.21727830781418814,1.8245962790629233,0,0,0,0,0
21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,92,142,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22631912642481689,0.6627024442293448,-1.526562748535582,1,0,1,1,1
48563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,171,171,216,255,254,205,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2744208883890563,0.9288044601290791,1.079568240544176,1,0,0,0,0
14521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8950897434413222,1.1247312682820916,-0.8177945577943252,1,0,1,1,1
52059,0,0,0,0,0,0,0,3,140,255,99,0,0,0,6,14,66,35,0,0,0,0,0,0,48,124,201,253,253,219,121,0,69,204,184,177,238,28,0,0,0,0,0,0,0,0,0,230,253,0.3037863052748734,3.4054556423008773,0.3997913109850984,0,0,0,0,0
4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,136,219,254,255,254,249,121,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.2117118320845075,4.788574484755128,0.8013509536840361,0,0,0,0,0
35435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7193529245371683,1.2562823349994148,-0.42484281316173583,1,0,1,1,1
52927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,253,253,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218848946408859,3.3595553694004265,1.1489115636706413,0,0,0,0,0
29121,0,0,0,0,0,0,0,0,0,0,0,114,238,253,237,113,0,0,0,0,0,0,0,0,0,0,0,19,101,225,253,252,252,252,252,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7058763921063305,0.5190435230720709,2.2287369821866174,0,0,0,0,0
59545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,238,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44354917968995966,1.0949814544131031,0.09888093417898157,1,0,1,1,1
7951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568118352370677,0.12409065372926262,0.5166987307915487,1,0,0,0,1
8816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,117,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30896350428438746,1.5212744284059676,-0.016479232016410415,1,0,1,1,1
9492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7723474381692188,0.8816934121750295,0.24772225671249204,1,0,1,1,1
40896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,105,192,31,0,0,0,0,0,0,0,0,0,0,0,0,0.24253692545369376,7.51400132540344,-0.08750929449036773,0,0,0,0,0
23165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,158,254,254,254,254,212,85,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0004581786383144326,1.1149666152164983,-0.7846368995336301,0,0,0,0,0
48981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3274034567065375,0.7262125072003244,0.3087377550785179,1,0,1,1,1
58328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0.7345742929748487,4.418801106571976,-0.40047075717737063,1,0,1,1,1
5370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4633532069303652,2.002594655353492,0.19743358386634396,0,0,1,0,0
33110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,194,96,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9175615560243218,0.8928252132816602,1.6243461256652056,0,0,0,0,0
21878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,228,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7990056196592179,1.350052119525429,-0.9695709339906314,1,0,1,0,1
26448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,66,138,0.24081952971041343,0.9803879343282887,-1.665214656250024,1,0,0,0,0
16325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,253,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49147413751208635,29.767329210549697,-0.050485593481675604,1,0,1,1,1
43808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,255,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7116385459386679,1.6722502707952511,1.4635807831086574,1,0,1,1,1
23517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,174,253,210,218,148,122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,252,252,253,0.3684663092488364,3.0659409847359456,0.31086991984727647,0,0,0,0,0
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,253,255,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0.11470661016161932,1.3675073179591852,1.3481603534068207,0,0,0,0,0
21716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9132577493734366,2.7147664977775823,0.092522140530416,0,0,0,0,0
11205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,254,105,0,0,0,0,0,0,0,0,0,0,0,0,0.9024446024531105,1.3214562720612792,-0.46283962348007973,0,0,0,0,0
5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,155,253,179,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0.5879970090018023,0.9326052483007597,0.44262172692756463,1,0,0,0,1
17487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,255,237,0,0,0,0,0,0,0,0,0,0,0,0.24789485239486952,0.39153102843667137,-0.006109820605484234,1,0,0,0,1
57785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,245,250,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588927064354241,1.4462316797772836,-0.779572572371625,0,0,0,0,0
5980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,77,77,164,166,166,186,18,0,0,0,0,0,0,0,0,0,0,0,0,0,52,165,247,254,0.511386689839734,1.9322543443243185,-0.7973558823366208,1,0,1,1,1
59137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209999434725058,0.7301715281641037,1.2856812999094969,0,0,0,0,0
47869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,254,151,0,0,0,0,0,0,0,0,0,0,0,0,0.9048965919886679,1.0510315244434194,0.07971759642590918,0,0,0,0,0
47340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446602474006045,4.024860924759065,2.2130338652216293,1,0,1,1,1
4978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47212377146050266,0.5676419962411207,-1.6384718492093258,0,0,0,0,0
35266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2912318379836568,2.7527722534267034,0.7181919887778689,1,0,0,0,0
14045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2708550176420781,3.2509812825138296,-0.8493449691449301,0,0,0,0,0
44630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,155,155,0.21662565002846945,0.2373981930704839,-1.3109641225512658,1,0,0,0,0
8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,253,220,191,255,176,191,191,120,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.059454199213324954,0.6574407180143523,-0.8974482700145247,0,0,0,0,0
45240,0,0,0,0,0,0,0,0,0,0,57,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7005746879348559,0.3201178156977421,1.6846336481484605,0,0,0,0,0
20314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,174,254,255,0.2401962340303968,5.930718415776622,1.2067622523430734,0,0,0,0,0
15656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,254,254,0.030364575807740768,2.075560719259253,1.1478085331933803,0,0,0,0,0
25209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,148,254,174,201,253,253,193,113,22,0,0,0,0,0,0,0,0,0,0,0,0,101,252,252,253,0.7903527280757462,1.5540279986518095,0.4814851811057166,1,0,0,0,1
58946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,130,148,0.48978579878716344,0.3059665050531975,-0.7728256478994159,0,0,0,0,0
56578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,86,212,0.4297947419177435,0.09655723367750566,1.3747420561310542,1,0,1,1,1
37200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42005128513624324,1.7139935861457016,0.26328899355109525,1,0,0,0,1
24680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,255,99,0,0.6480460144434262,2.2955951068214375,1.1988027605956413,1,0,0,0,1
15045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17651732195897263,0.8722472184667607,1.1365070319968584,0,0,0,0,0
8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,242,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534160757384241,1.330079223488454,-0.055188261917887164,1,0,1,1,1
46971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,150,180,0.2828326259009756,3.6856804484313272,-0.6675502435134001,1,0,1,1,1
2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,245,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8916650373905127,3.7297367655452036,0.538906745593876,0,0,0,0,0
7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,105,149,166,0.05676047957448238,0.9255122192612086,0.5757155401579,0,0,0,0,0
28894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5310367151750817,0.5522264118902129,1.2436967845914928,1,0,0,0,1
7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984115767962879,0.5127390600890371,-0.02940143189276312,1,0,0,0,0
9916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,113,193,254,253,193,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3316083183937091,0.7751670512083289,-0.011945179067529472,1,0,0,0,1
